name,nickname,wins,losses,draws,height_cm,weight_in_kg,reach_in_cm,stance,date_of_birth,significant_strikes_landed_per_minute,significant_striking_accuracy,significant_strikes_absorbed_per_minute,significant_strike_defence,average_takedowns_landed_per_15_minutes,takedown_accuracy,takedown_defense,average_submissions_attempted_per_15_minutes,,,,PREDICTED AVERAGE TAKEDOWNS LANDED PER 15 MINUTES,UNIQUE HEIGHTS,UNIQUE WEIGHTS
John Reedy,The Wild Child,11,6,0,172.72,70.31,,,,0,0,0,0,0,0,0,0,,,,0.575753612,,
Fernando Padilla,El Valiente,15,5,0,185.42,65.77,193.04,Orthodox,12/15/1996,5.51,38,5.81,53,0,0,100,0,,,,1.302474299,,
Brandon Jenkins,The Human Highlight Reel,15,9,0,182.88,70.31,180.34,Switch,9/30/1991,2.93,41,8.05,33,0,0,27,0,,,,0.963325081,,
Muin Gafurov,Tajik,18,6,0,170.18,61.23,172.72,Southpaw,5/17/1996,2.98,41,2.95,48,2.4,26,62,0,,,,0.970427348,,
Eric Martin,,0,1,0,,,,,,0,0,0,0,0,0,0,0,,,,0.575873727,,
Dashawn Boatwright,"Buck, the 400-pound Silverback",3,1,0,182.88,92.99,,Orthodox,2/29/1988,0,0,52.5,12,0,0,0,0,,,,0.576356086,,
Shane Campbell,Shaolin,14,6,0,182.88,70.31,180.34,Orthodox,1/21/1987,3.99,59,3.19,55,1.36,28,82,0,,,,1.103279938,,
Justin Patterson,The Tactician,9,3,0,177.8,77.11,,,,0,0,0,0,0,0,0,0,,,,0.576813672,,
Roger Carroll,The Leprechaun,16,14,0,177.8,77.11,,,,7.62,61,10.48,43,0,0,100,0,,,,1.581541872,,
Todd Moore,,16,7,0,175.26,77.11,180.34,Southpaw,12/30/1983,1.83,26,2.3,57,0.78,14,54,0,,,,0.81897412,,
Jeremy Larsen,,8,5,0,177.8,65.77,177.8,Orthodox,5/18/1984,4.87,48,5.75,57,2.49,33,0,0,,,,1.221972309,,
Zach Zane,The Hurricane,10,7,0,170.18,65.77,175.26,Southpaw,12/14/1989,0.87,56,6.67,20,0,0,26,0,,,,0.691546808,,
Jared Chaffee,,5,2,0,177.8,70.31,,,,0,0,0,0,0,0,0,0,,,,0.576958966,,
Takafumi Otsuka,,22,13,2,167.64,63.05,,Orthodox,,1.29,27,2.12,67,1.64,27,65,0,,,,0.747810533,,
Anthony Taylor,Pretty Boy,1,3,0,170.18,65.77,,,,0,0,0,0,0,0,0,0,,,,0.576907524,,
Adam Antolin,Captain Chaos,12,3,0,165.1,56.7,160.02,Orthodox,2/28/1982,5.73,52,5,69,0,0,100,0,,,,1.333890013,,
Todd Lally,,2,1,0,170.18,65.77,,Orthodox,,0,0,0,0,0,0,0,0,,,,0.577093827,,
James Wallace,Jesse,5,2,0,177.8,70.31,175.26,Orthodox,11/17/1992,0.52,28,3.41,35,0,0,0,0,,,,0.646399157,,
CM Punk,,0,1,0,185.42,77.11,185.42,Orthodox,10/26/1978,1.1,23,4.87,40,0.87,11,0,0,,,,0.72354149,,
Cleber Luciano,,14,6,0,167.64,70.31,,,,0,0,0,0,0,0,0,0,,,,0.577968954,,
Denis Tiuliulin,,10,9,0,185.42,83.91,195.58,Orthodox,5/17/1988,4.5,41,6.15,36,0,0,73,0,,,,1.173171798,,
Daniel Marcos,Soncora,15,0,0,170.18,61.23,175.26,Orthodox,3/7/1993,4.88,46,3.7,69,0.4,50,89,0,,,,1.224612485,,
Austen Lane,,12,4,0,198.12,111.13,203.2,Orthodox,11/9/1987,4.48,47,2.85,48,0,0,0,0,,,,1.172504034,,
Carli Judice,Crispy,3,1,0,170.18,56.7,172.72,Southpaw,3/2/1999,11.2,57,12.27,54,0,0,50,0,,,,2.066427341,,
Juan Mott,,3,4,0,182.88,86.18,,Switch,,0,0,0,0,0,0,0,0,,,,0.575823785,,
Kevin Aguilar,Angel of Death,17,5,0,170.18,70.31,185.42,Orthodox,9/7/1988,3.96,40,4.81,52,0.16,16,78,0,,,,1.10865686,,
Elise Reed,,7,4,0,160.02,52.16,160.02,Orthodox,12/5/1992,2.66,49,3.06,52,0.58,60,42,0,,,,0.934414751,,
Rashad Evans,Suga,19,8,1,182.88,92.99,190.5,Orthodox,9/25/1979,2.14,37,2.42,63,2.98,44,73,0,,,,0.864589855,,
Lionel Lanham,,5,1,0,,92.99,,,,0,0,0,0,0,0,0,0,,,,0.575590474,,
Mike de la Torre,El Cucuy,14,7,0,180.34,65.77,180.34,Orthodox,9/22/1986,3.21,39,4.75,51,0.36,16,83,0,,,,1.007792709,,
Alberto Uda,,12,2,0,190.5,83.91,,Orthodox,8/8/1984,1.79,52,3.49,45,2.83,50,66,0,,,,0.817090001,,
Chase Gibson,El Guero,9,5,0,177.8,70.31,182.88,Orthodox,2/7/1990,3.13,54,6.4,52,0,0,0,0,,,,0.996538042,,
Jose Augusto,Gugu,6,2,0,190.5,113.85,,,,0,0,0,0,0,0,0,0,,,,0.575466084,,
Joao Elias,Alicate,17,4,1,160.02,56.7,162.56,Southpaw,1/8/1995,0.4,50,6.47,20,0,0,50,0,,,,0.62979223,,
Joe Giannetti,,6,1,0,182.88,70.31,187.96,Southpaw,7/5/1995,1.93,38,2.8,40,1,16,0,0,,,,0.836023948,,
Marcos Bonilla,Murder Marx,4,4,0,177.8,65.77,,,,0.47,12,0.47,94,0,0,0,0,,,,0.639577667,,
Tedd Williams,,7,1,0,185.42,124.74,,Orthodox,12/19/1969,0,0,0,0,0,0,0,0,,,,0.576849375,,
Arman Ashimov,Mustafa Ozturik,11,3,1,167.64,56.7,,,,0,0,0,0,0,0,0,0,,,,0.577340194,,
Daniel Allen,,5,0,0,182.88,70.31,190.5,Southpaw,8/10/1992,7.6,51,5.87,53,2,66,100,0,,,,1.597675195,,
Rana Rudra Pratap Singh,Ashwathama,11,2,0,177.8,61.23,175.26,Orthodox,5/9/1997,0,0,9.05,27,0,0,0,0,,,,0.578066537,,
Cindy Dandois,Battlecat,8,3,0,170.18,61.23,,Orthodox,10/26/1984,3.13,32,3.4,58,5,55,0,0,,,,0.997609406,,
Errol Zimmerman,The Bonecrusher,0,1,0,190.5,83.91,,Orthodox,4/20/1986,2.95,42,0,0,0,0,0,0,,,,0.971373098,,
Kyle Sturgeon,,0,1,0,190.5,102.06,,Switch,,0,0,0,0,0,0,0,0,,,,0.577800939,,
Jorge Gonzalez,Street,16,4,0,187.96,92.99,193.04,Orthodox,2/29/1984,0,0,0,0,0,0,0,0,,,,0.578294112,,
Philipe Lins,Monstro,17,5,0,187.96,92.99,198.12,Orthodox,8/17/1985,3.59,46,3.73,44,1.55,35,100,0,,,,1.057575579,,
Yao Zhikui,The Conqueror,2,4,0,165.1,56.7,162.56,Orthodox,2/7/1991,1.44,21,2.82,48,0.66,16,58,0,,,,0.770655507,,
Andrei Kopylov,,6,11,0,187.96,120.2,,Orthodox,7/16/1965,0.33,66,4.31,40,0,0,0,0,,,,0.622753599,,
Larissa Pacheco,,10,2,0,170.18,61.23,,Orthodox,9/7/1994,1.21,19,4.14,55,0,0,0,0,,,,0.740426036,,
Chad Sutton,,2,2,0,185.42,83.91,,,,0,0,0,0,0,0,0,0,,,,0.579723923,,
Anna Elmose,Panda,3,2,0,160.02,52.16,,Orthodox,10/6/1984,3.68,49,4.64,56,0,0,33,0,,,,1.069753957,,
Merritt Warren,,3,3,0,177.8,70.31,,Southpaw,,0,0,0,0,0,0,0,0,,,,0.580390085,,
Chris Yee,,4,6,0,175.26,83.91,,,,0,0,0,0,0,0,0,0,,,,0.580887564,,
Johnny Bedford,Brutal,21,13,1,177.8,61.23,180.34,Orthodox,1/6/1983,4.53,50,1.75,63,1.83,62,62,0,,,,1.183680562,,
Josh Hendricks,,19,11,0,187.96,106.59,,Southpaw,8/28/1976,0.98,20,11.8,29,0,0,0,0,,,,0.711546671,,
Fabian Gonzalez,,2,1,0,177.8,61.23,,,,3.9,48,4.39,51,0,0,66,0,,,,1.09956415,,
Leonardo Silva de Oliveira,Cabecao,12,4,0,187.96,83.91,,Orthodox,4/23/1992,1.07,40,0.54,50,24.11,50,0,0,,,,0.724220757,,
Garrett Armfield,,9,3,0,167.64,61.23,177.8,Orthodox,10/9/1996,5.29,44,3.52,57,0,0,75,0,,,,1.281381798,,
Joey Gomez,KO King,6,2,0,177.8,61.23,185.42,Orthodox,7/21/1986,2.44,28,4.46,55,0.62,100,50,0,,,,0.897039895,,
Takahiro Oba,,5,7,1,172.72,90.72,,Southpaw,,0.23,25,1.82,69,0,0,0,0,,,,0.597750055,,
Toby Misech,2 Quick,9,5,0,172.72,65.77,,Southpaw,3/7/1988,3.27,40,7.73,46,0,0,0,0,,,,1.009778253,,
Manon Fiorot,The Beast,11,1,0,170.18,56.7,165.1,Orthodox,2/17/1990,6.05,39,3.31,69,1.36,46,91,0,,,,1.387026745,,
Tai Bowden,,1,1,0,180.34,104.33,,,,0,0,0,0,0,0,0,0,,,,0.56730858,,
Zach Underwood,,13,7,0,187.96,83.91,,,,0,0,0,0,0,0,0,0,,,,0.567796748,,
Josh Bumgarner,,6,4,0,185.42,77.11,,,,0,0,0,0,0,0,0,0,,,,0.568285758,,
Jonathan Santa Maria,,3,4,0,175.26,56.7,,,,3.6,51,2.53,74,0,0,80,0,,,,1.055402922,,
Kyle Levinton,,0,3,0,,,,,,0,0,0,0,0,0,0,0,,,,0.568960574,,
Falaniko Vitale,Niko,30,11,0,177.8,83.91,,Orthodox,7/14/1974,1.88,49,3.68,47,0.72,33,86,0,,,,0.823643909,,
Tom Duquesnoy,Fire Kid,16,2,0,170.18,61.23,172.72,Orthodox,6/21/1993,3.83,45,5.3,62,0.42,25,46,0,,,,1.087345116,,
Jim Wallhead,Judo,29,11,0,177.8,77.11,,Orthodox,3/14/1984,3.19,26,6.65,49,0,0,100,0,,,,1.001234102,,
Darryl Cobb,,6,8,0,175.26,83.91,,,,0,0,0,0,0,0,0,0,,,,0.569846096,,
Moise Rimbon,Swamp,23,11,3,177.8,92.99,,Orthodox,4/20/1977,0.8,34,1,71,1,50,37,0,,,,0.678579077,,
Alfonso Alcarez,,1,3,1,160.02,65.77,,,,0,0,0,0,0,0,0,0,,,,0.570109683,,
Ben Lagman,Bad News,6,5,0,187.96,83.91,,,,0,0,0,0,0,0,0,0,,,,0.57060288,,
John Renken,The Saint,18,28,4,182.88,86.18,,Orthodox,,0,0,0,0,0,0,0,0,,,,0.571096931,,
Brandon Sene,,2,2,0,180.34,92.99,,,,0,0,0,0,0,0,0,0,,,,0.571591839,,
James Llontop,Goku,14,2,0,182.88,70.31,185.42,Orthodox,8/2/1999,4.93,54,1.93,74,0,0,71,0,,,,1.237152468,,
Scott Fiedler,,0,1,0,193.04,106.59,,Orthodox,,0,0,0,0,0,0,0,0,,,,0.571990657,,
Liliya Shakirova,,8,2,0,162.56,56.7,165.1,Orthodox,10/24/1991,2.7,30,2.58,74,0,0,0,0,,,,0.937282752,,
Kaue Fernandes,,8,2,0,175.26,70.31,185.42,Orthodox,3/17/1995,1.53,54,0.87,59,1,100,62,0,,,,0.779609812,,
Andre Walker,,1,5,0,180.34,92.99,,Southpaw,,2.28,31,4.36,34,0,0,0,0,,,,0.880879557,,
Leiticia Pestova,,0,2,0,167.64,61.23,,Orthodox,1/15/1984,0,0,24.62,44,0,0,0,0,,,,0.573068115,,
Kelly Velasco,Killer,2,1,0,175.26,61.23,,Orthodox,5/21/1995,2.27,35,5.67,47,0,0,100,0,,,,0.88018692,,
Sheldon Westcott,,10,3,1,185.42,77.11,180.34,Southpaw,8/20/1984,2.26,40,3.73,37,3.23,37,14,0,,,,0.879246725,,
Anthony Leone,,15,8,0,167.64,61.23,,Orthodox,5/27/1987,1.94,53,2.52,56,1.72,18,0,0,,,,0.834932189,,
Darko Stosic,,13,4,0,182.88,92.99,193.04,Orthodox,2/9/1992,2.61,45,4.04,58,3.42,50,83,0,,,,0.925015145,,
Melissa Martinez,Super Mely,7,1,0,157.48,52.16,167.64,Southpaw,8/18/1997,3,57,2.53,45,1,50,0,0,,,,0.976431091,,
Ben Jones,Blitzkrieg,4,4,0,,83.91,,,,0,0,0,0,0,0,0,0,,,,0.571556797,,
Jason Medina,,21,15,1,175.26,81.65,,,,0,0,0,0,0,0,0,0,,,,0.572054681,,
Nandor Guelmino,The Hun,11,5,1,190.5,104.33,,,,3.62,56,3.16,33,0,0,42,0,,,,1.060290067,,
Nick Gibbons,,2,1,0,177.8,70.31,,,,0,0,0,0,0,0,0,0,,,,0.572739288,,
Andy Ogle,The Little Axe,9,6,0,172.72,65.77,175.26,Orthodox,2/16/1989,2.24,44,2.23,50,1.44,26,58,0,,,,0.875122773,,
Askar Askar,AK-47,11,1,0,170.18,65.77,175.26,Orthodox,8/19/1994,0,0,0,0,0,0,0,0,,,,0.572989734,,
Paul Redmond,Redser,12,7,0,177.8,65.77,,Orthodox,10/20/1986,0.72,34,2.99,41,0,0,50,0,,,,0.670440048,,
Alex Torres,Rolo,5,4,0,177.8,65.77,,Orthodox,5/29/1988,2.47,37,2.73,69,2,22,50,0,,,,0.906364215,,
Ednaldo Oliveira,Lula,17,3,1,195.58,92.99,,Orthodox,2/19/1984,1.03,22,1.8,52,0,0,42,0,,,,0.712115505,,
Rudyard Moncayo,,0,3,0,177.8,88.45,,Orthodox,,0,0,0,0,0,0,0,0,,,,0.57402946,,
Desmond Torres,,7,2,0,167.64,61.23,175.26,Orthodox,1/6/1997,4.8,64,11.78,48,0,0,100,0,,,,1.219413388,,
Gerry Harris,,1,4,0,203.2,122.47,,Orthodox,,0,0,0,0,0,0,0,0,,,,0.574469476,,
Ronal Siahaan,Naga Sakti,7,1,0,170.18,56.7,180.34,Southpaw,5/5/1996,0.63,66,6.17,25,0,0,25,0,,,,0.659732233,,
Masanori Tonooka,,1,2,0,172.72,83.91,,Orthodox,,0.16,5,1.09,36,0,0,0,0,,,,0.596982869,,
Hidehiko Hasegawa,,19,20,6,175.26,77.11,,,,0,0,0,0,0,0,0,0,,,,0.575976435,,
Lodune Sincaid,,15,9,0,175.26,83.91,,Orthodox,5/7/1973,2.72,42,6.17,57,0,0,75,0,,,,0.941589958,,
Sarah Kaufman,,18,4,0,165.1,61.23,167.64,Orthodox,9/20/1985,6.65,46,4,62,0.38,57,81,0,,,,1.469793766,,
Gideon Ray,,17,15,1,177.8,83.91,,Southpaw,5/27/1973,2.08,40,2.58,53,1.49,100,0,0,,,,0.856617003,,
Gary Padilla,,12,6,0,180.34,92.99,,,,2.2,27,2,76,0,0,50,0,,,,0.872488399,,
Kwan Ho Kwak,,9,2,0,165.1,61.23,,Switch,6/18/1989,3.29,41,3.45,47,0.78,100,26,0,,,,1.019770202,,
Mark Robinson,White Rhino,1,0,0,182.88,120.2,,Orthodox,,0,0,5.8,13,0,0,0,0,,,,0.576517849,,
David Blanco,,2,0,0,170.18,65.77,,,,0,0,0,0,0,0,0,0,,,,0.577025134,,
Alessio Sakara,Legionarius,19,11,0,182.88,83.91,182.88,Orthodox,9/2/1981,3.96,47,2.8,59,2.18,78,62,0,,,,1.11033848,,
Jesse Finney,,5,1,0,182.88,77.11,,,,0,0,0,0,0,0,0,0,,,,0.577413569,,
Joe Vedepo,The Doctor,18,9,0,182.88,83.91,,Orthodox,,1.43,42,5.71,38,1.07,20,0,0,,,,0.769904898,,
John Phillips,The Welsh Wrecking Machine,22,11,0,180.34,83.91,190.5,Southpaw,6/9/1985,1.72,34,4.03,49,0,0,7,0,,,,0.808689669,,
Neal Ewing,,6,0,0,,83.91,,,,2.27,60,1.93,48,5,62,0,0,,,,0.882915652,,
Remco Pardoel,Grizzly,9,6,1,190.5,117.93,,Southpaw,,0,0,0,0,0,0,0,0,,,,0.576368075,,
Alexandre Ferreira,Cacareco,18,6,0,170.18,92.99,,Orthodox,4/25/1979,2.57,60,8.14,42,0,0,0,0,,,,0.921443718,,
Vernon Ramos Ho,,3,1,0,167.64,77.11,,Orthodox,6/3/1992,4,25,8,55,0,0,0,0,,,,1.113674214,,
Angelo Trevino,Baby Monsta,7,3,0,180.34,77.11,,Switch,6/10/1993,5.19,54,3.9,47,0,0,100,0,,,,1.27438428,,
Ross Ebanez,The Boss,20,10,0,175.26,69.85,,Southpaw,5/18/1975,0.74,50,0.74,62,3.7,100,0,0,,,,0.676838233,,
Stanislav Nedkov,Stucky,12,2,0,180.34,92.99,180.34,Orthodox,12/9/1981,3.33,43,5.39,43,2.77,41,0,0,,,,1.024656041,,
Mike Breeden,Money,11,6,0,177.8,70.31,177.8,Orthodox,4/21/1989,5.75,45,7.28,42,0.98,30,67,0,,,,1.349935495,,
Melsik Baghdasaryan,The Gun,8,2,0,175.26,65.77,177.8,Southpaw,1/28/1992,5.28,61,3.06,58,0,0,72,0,,,,1.287122578,,
Gabriel Miglioli,Biel,9,9,0,172.72,77.11,,,,0,0,0,0,0,0,0,0,,,,0.57426576,,
Wendell Oliveira Marques,The Machine,29,10,0,177.8,77.11,,Orthodox,6/1/1983,3.77,47,4.4,47,0,0,100,0,,,,1.084627767,,
Artem Lobov,The Russian Hammer,13,15,1,175.26,65.77,165.1,Southpaw,8/11/1986,3.52,41,4.82,50,0.39,25,52,0,,,,1.051564842,,
Sai Wang,The Fire Kylin,20,6,1,182.88,77.11,,Southpaw,1/14/1986,3.17,46,2.27,53,0,0,77,0,,,,1.004577164,,
Alen Amedovski,,8,4,0,177.8,83.91,187.96,Orthodox,4/6/1988,0.99,30,3.85,46,0,0,0,0,,,,0.709570954,,
Koji Kitao,,1,2,0,200.66,158.76,,Southpaw,10/12/1963,0,0,0,0,0,0,0,0,,,,0.575828203,,
Dalcha Lungiambula,Champion,11,6,0,172.72,83.91,193.04,Orthodox,7/31/1987,3.07,45,3.93,52,2.14,45,77,0,,,,0.99202943,,
Irwin Rivera,The Beast,10,6,0,167.64,61.23,170.18,Southpaw,2/14/1989,3.36,44,5.07,57,1,16,70,0,,,,1.030625246,,
Adam Lynn,,17,10,0,177.8,70.31,,Orthodox,,1.47,63,6.95,10,0,0,50,0,,,,0.774915566,,
Chad Vance,,7,5,0,182.88,83.91,,Orthodox,,0,0,0,0,0,0,0,0,,,,0.57648042,,
Igor Zinoviev,Houdini,4,1,2,185.42,90.26,,Orthodox,,0,0,0,0,0,0,0,0,,,,0.576992005,,
Sam Hughes,Sampage,8,5,0,165.1,52.16,162.56,Orthodox,6/28/1992,3.79,46,4.23,54,1.12,41,57,0,,,,1.089287023,,
Pawel Pawlak,,12,3,0,182.88,77.11,185.42,Orthodox,2/8/1989,1.67,33,2.22,53,1,37,70,0,,,,0.803000398,,
Ricky Johnson,,10,6,0,172.72,65.77,,Orthodox,,1.83,25,6.3,36,0,0,0,0,,,,0.824509228,,
Oumar Sy,,6,0,0,,92.99,,,,0,0,0,0,0,0,0,0,,,,0.577827218,,
Jong Wang Kim,,13,23,0,185.42,108.86,,,,0,0,0,0,0,0,0,0,,,,0.578341269,,
Dan Charles,The Man,10,6,1,187.96,103.42,,,,2.82,45,3.51,44,0,0,31,0,,,,0.958965384,,
Mike Aina,Iron,14,6,1,175.26,70.31,,Orthodox,,2.87,33,6.33,59,0,0,71,0,,,,0.966209284,,
Jeremiah Labiano,The Kid,11,5,0,177.8,61.23,,,,0,0,0,0,0,0,0,0,,,,0.579498789,,
Cyrillo Padilha,,3,3,0,180.34,70.31,,,,0,0,0,0,0,0,0,0,,,,0.580015375,,
Artur Oumakhanov,,9,6,0,170.18,69.85,,Orthodox,2/27/1979,1.2,33,1.67,82,3,75,33,0,,,,0.742165022,,
Darrel Gholar,,5,6,0,172.72,88,,Orthodox,,0,0,0,0,0,0,0,0,,,,0.579048731,,
Dennis Reed,,45,62,1,,92.99,,Orthodox,,0,0,0,0,0,0,0,0,,,,0.579566088,,
Logan Nail,,1,1,0,,83.91,,,,1.93,51,2.27,39,0,0,37,0,,,,0.83997372,,
Armando Villarreal,La Lumbre,5,2,0,170.18,61.23,167.64,Southpaw,8/8/1989,3.23,55,4.3,52,3.23,25,0,0,,,,1.015414089,,
Joaquin Buckley,New Mansa,17,6,0,177.8,77.11,193.04,Southpaw,4/27/1994,3.87,33,3.31,57,1.51,36,65,0,,,,1.100126076,,
Robert Bryczek,,17,5,0,,83.91,,,,0,0,0,0,0,0,0,0,,,,0.579886137,,
Derek Anderson,Barbaric,14,3,0,182.88,70.31,,,,3.97,37,3.08,61,0.34,14,60,0,,,,1.113314551,,
Bethe Correia,Pitbull,11,6,1,165.1,61.23,162.56,Orthodox,6/22/1983,4.37,43,4.93,56,0.39,18,85,0,,,,1.167678222,,
Shannon Ross,The Turkish Delight,13,8,0,167.64,56.7,167.64,Switch,5/12/1989,6.58,38,8.93,52,0,0,100,0,,,,1.465728613,,
Orlando Wiet,The Gladiator,1,5,0,177.8,77.11,,Southpaw,,0,0,0,0,0,0,0,0,,,,0.579937953,,
Adrian Yanez,,16,5,0,170.18,61.23,177.8,Orthodox,11/29/1993,6.15,39,5.73,57,0,0,100,0,,,,1.41085908,,
Brandon Cash,Money,10,4,0,195.58,115.67,,Orthodox,,5.42,72,0.68,33,10.17,66,0,0,,,,1.314723924,,
Jamie Yager,The Chosyn 1,8,4,0,185.42,83.91,,Orthodox,11/29/1983,3.08,39,2.55,63,0,0,66,0,,,,0.99062418,,
Ben Alloway,Blanco,18,8,0,180.34,77.11,193.04,Orthodox,2/19/1981,1.28,49,1.9,59,0.62,50,26,0,,,,0.751946576,,
Kurt Osiander,,4,1,0,,83.91,,,,0,0,0,0,0,0,0,0,,,,0.581905158,,
Trevor Peek,,9,1,0,175.26,70.31,177.8,Switch,1/9/1995,5.09,56,4.37,44,1.76,50,51,0,,,,1.258309747,,
AJ Siscoe,Let's Go,1,2,0,170.18,61.23,,,,0,0,0,0,0,0,0,0,,,,0.582481023,,
Chris Drumm,,0,1,0,172.72,65.77,,,,0,0,0,0,0,0,0,0,,,,0.583004463,,
Federico Lopez,Kiko,10,6,0,162.56,63.05,,Orthodox,,1.78,23,5.35,30,0,0,0,0,,,,0.81922996,,
John Dowdy,,0,1,0,,,,,,0,0,0,0,0,0,0,0,,,,0.583977679,,
Jared Hamman,The Messenger,14,6,0,190.5,83.91,190.5,Orthodox,3/7/1982,5.15,42,3.93,55,1.57,46,30,0,,,,1.265721124,,
Henry Martinez,Sicario,9,4,0,170.18,70.31,175.26,Southpaw,8/7/1983,2.79,25,4.01,60,0,0,80,0,,,,0.953346179,,
Jim Mullen,,0,2,0,185.42,97.52,,Southpaw,,0,0,0,0,0,0,0,0,,,,0.584872032,,
Cody Pfister,The Fist,13,6,1,177.8,70.31,185.42,Orthodox,7/12/1990,1.41,25,2.8,51,2.82,30,0,0,,,,0.771707308,,
Cale Yarbrough,,8,3,0,185.42,83.91,,Orthodox,12/27/1986,3.16,27,10,72,0,0,0,0,,,,1.002092479,,
Jeremy Umphries,,5,2,0,,72.57,,,,0,0,0,0,0,0,0,0,,,,0.584400727,,
Alex Hunter,,2,0,0,175.26,102.51,,Orthodox,,0,0,0,0,0,0,0,0,,,,0.584928314,,
Bryan Travers,,15,4,0,,70.31,,,,2.33,48,3.93,55,2,28,63,0,,,,0.89333099,,
Todd Medina,El Tiburon,11,9,0,177.8,87.54,,Southpaw,,0,0,0,0,0,0,0,0,,,,0.584968271,,
Jeremy Malaterre,,4,2,0,180.34,70.31,,,,0,0,0,0,0,0,0,0,,,,0.58549744,,
Yan Pellerin,Wild Thing,11,13,0,180.34,92.99,,Orthodox,,0.59,25,0.89,66,4.43,100,0,0,,,,0.663836778,,
Danny Martinez,The Gremlin,21,8,0,167.64,56.7,170.18,Orthodox,6/14/1985,2.73,28,3.77,63,3,45,36,0,,,,0.944564963,,
Jorge Patino,Macaco,38,19,2,172.72,77.11,,Orthodox,8/5/1973,1.33,30,3.14,53,0.54,25,50,0,,,,0.758272592,,
Paul Herrera,The Bone Crusher,1,1,0,177.8,83.91,,Orthodox,,0,0,0,0,0,0,0,0,,,,0.582450596,,
Hector Aldana,,4,3,0,180.34,77.11,182.88,Orthodox,8/17/1988,3.59,38,5.08,59,0.93,100,0,0,,,,1.057470271,,
Keith Berry,,15,14,1,185.42,83.91,,,,0.27,12,6.27,28,0,0,0,0,,,,0.618694421,,
Ryan Diaz,,13,14,0,,65.77,,,,0,0,0,0,0,0,0,0,,,,0.58353231,,
Chad Robichaux,Robo,13,2,0,162.56,61.23,,,,0,0,0,0,0,0,0,0,,,,0.584062747,,
Shana Olsen,Rock Solid,5,2,0,170.18,65.77,,,,0,0,0,0,0,0,0,0,,,,0.58459415,,
Caolan Loughran,The Don,8,1,0,167.64,61.23,172.72,Orthodox,5/18/1996,3.2,36,5.6,48,2,18,0,0,,,,1.006664454,,
Harold Howard,,1,3,0,187.96,108.86,,Orthodox,,0,0,0,0,0,0,0,0,,,,0.584856731,,
Giacomo Lemos,,6,0,0,190.5,112.04,190.5,Orthodox,6/23/1989,0,0,0,0,0,0,0,0,,,,0.585389869,,
Eduardo Dantas,Dudu,20,4,0,177.8,61.23,,,,3.33,60,3,60,4,23,100,0,,,,1.023471988,,
Marcin Prachnio,,16,7,0,190.5,92.99,187.96,Orthodox,7/14/1988,5.39,55,3.25,53,0,0,54,0,,,,1.291591315,,
Dino Pezao,,1,3,0,,92.99,,Orthodox,,0.66,30,3.28,31,0,0,0,0,,,,0.67173713,,
Mairbek Taisumov,Beckan,27,6,0,175.26,70.31,185.42,Orthodox,8/8/1988,2.98,39,3.03,64,1.34,63,88,0,,,,0.976962458,,
Brandon Lowe,,2,1,0,,70.31,,,,0,0,0,0,0,0,0,0,,,,0.585386106,,
Qiu Lun,Tibetan Knight,16,9,0,172.72,56.7,167.64,Southpaw,7/8/1997,3.51,46,1.78,67,0.67,18,68,0,,,,1.046490112,,
Mike Richman,The Marine,18,7,0,172.72,61.23,,,,4.06,44,3.49,43,0,0,76,0,,,,1.118938536,,
Chris Daukaus,,12,7,0,190.5,92.99,193.04,Orthodox,9/25/1989,6.05,50,4.64,55,0,0,100,0,,,,1.381508376,,
Kris McCray,Savage,8,5,0,182.88,77.11,193.04,Orthodox,9/24/1981,2.69,45,2.57,54,2.88,55,38,0,,,,0.9407368,,
Brandon Michaels,,4,14,0,175.26,83.91,,,,0,0,0,0,0,0,0,0,,,,0.584973261,,
Bruno Lopes,Brunao,11,1,0,187.96,92.99,190.5,Orthodox,4/24/1993,5.29,35,8.46,53,0,0,0,0,,,,1.282528029,,
Stoney Hale,The Skuller,5,3,0,182.88,,,,,0,0,0,0,0,0,0,0,,,,0.585320976,,
Yoel Romero,Soldier of God,13,5,0,182.88,83.91,185.42,Southpaw,4/30/1977,3.44,49,3.05,60,1.57,30,78,0,,,,1.040037636,,
Jesse Butler,,12,5,0,177.8,65.77,185.42,Orthodox,5/24/1992,2.61,14,7.83,40,0,0,0,0,,,,0.930160958,,
Louis Jauregui,,4,2,0,170.18,77.11,,,,0,0,0,0,0,0,0,0,,,,0.586102513,,
Jerrel Venetiaan,,4,3,0,185.42,88.45,,Orthodox,3/9/1971,0.81,33,1.51,67,0,0,60,0,,,,0.69346958,,
Lv Zhenhong,,16,6,0,172.72,65.77,170.18,Switch,6/25/1993,0,0,0,0,0,0,0,0,,,,0.587163408,,
Armen Petrosyan,Superman,9,2,0,190.5,83.91,180.34,Orthodox,11/2/1990,5.97,52,3.03,56,0.23,33,36,0,,,,1.37385623,,
Vinicius Magalhaes,Draculinho,2,1,0,,65.77,,,,0,0,0,0,0,0,0,0,,,,0.587378344,,
Shang Zhifa,Northeast Flying Tiger,32,8,0,170.18,56.7,160.02,Orthodox,3/15/1986,1.27,32,1.27,60,2,100,0,0,,,,0.755537886,,
James Reese,JP,11,10,0,175.26,70.31,,,,0,0,0,0,0,0,0,0,,,,0.587092295,,
